"Label (Grouping)","Dearborn city, Wayne County, Michigan!!Arab (All groups)!!Estimate","Dearborn city, Wayne County, Michigan!!Arab (All groups)!!Margin of Error","Dearborn Heights city, Wayne County, Michigan!!Arab (All groups)!!Estimate","Dearborn Heights city, Wayne County, Michigan!!Arab (All groups)!!Margin of Error","Hamtramck city, Wayne County, Michigan!!Arab (All groups)!!Estimate","Hamtramck city, Wayne County, Michigan!!Arab (All groups)!!Margin of Error"
"Total","48,520","±2,272","20,795","±1,722","8,479","±1,197"
